url,titre,entreprise,lieu,description,date_publication,competences,salaire,extraction_date,description_propre,description_tokenisee
https://www.rekrute.com/offre-emploi-crm-data-specialist-recrutement-m-automotiv-casablanca-182542.html,CRM & Data Specialist - Casablanca,N/A,Non spécifié,N/A,Inconnue,[],Non indiqué,2026-05-07 20:17:24,,
https://www.rekrute.com/offre-emploi-ingenieur-devops-senior-fh-recrutement-sofrecom-maroc-rabat-182541.html,Ingénieur DevOps Sénior (F/H) - Rabat,N/A,Non spécifié,N/A,Inconnue,[],Non indiqué,2026-05-07 20:17:26,,
https://www.rekrute.com/offre-emploi-conseiller-client-francophone-recrutement-cnexia-fes-182540.html,Conseiller client Francophone - Fès,N/A,Non spécifié,N/A,Inconnue,[],Non indiqué,2026-05-07 20:17:28,,
https://www.rekrute.com/offre-emploi-chargee-de-paie-senior-experimente-sur-sage-recrutement-concentrix-rabat-182539.html,Chargé(e) de Paie Sénior (Expérimenté sur Sage) - Rabat,N/A,Non spécifié,N/A,Inconnue,[],Non indiqué,2026-05-07 20:17:30,,
https://www.rekrute.com/offre-emploi-controleur-de-gestion-projet-recrutement-vinci-energies-afrique-de-louest-casablanca-182538.html,Contrôleur de Gestion Projet - Casablanca,N/A,Non spécifié,N/A,Inconnue,[],Non indiqué,2026-05-07 20:17:32,,
